Timestamp,Event,UE_ID,SUCI,Authentication_Result,Registration_Status,gNB_IP,DNN,S_NSSAI
07/02 11:08:15.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:09:28.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:09:45.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:10:39.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:12:01.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:13:08.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:13:48.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:15:11.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:16:21.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:17:03.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:17:30.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:18:10.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:19:08.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:20:25.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:20:39.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:21:38.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:21:50.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:22:59.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:23:13.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:24:06.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:24:38.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:25:13.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:26:03.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:27:20.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:27:55.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:28:59.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:29:13.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:30:00.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:31:10.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:32:39.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:33:38.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:35:06.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:36:11.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:36:22.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:36:40.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:37:32.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:38:14.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:39:33.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:40:03.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:40:57.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:41:11.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:41:51.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:42:52.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:44:02.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:44:28.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:45:26.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:45:36.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:46:15.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:46:30.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:46:35.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:46:52.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:47:55.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:49:07.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:49:44.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:50:56.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:51:33.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:53:01.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:53:47.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:54:21.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:54:40.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:55:42.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:56:09.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:56:27.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:57:55.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:58:44.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 11:59:31.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:00:30.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:00:54.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:02:18.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:03:18.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:03:40.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:05:03.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:06:06.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:07:05.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:08:12.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:08:51.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:09:40.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:10:31.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:11:49.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:12:31.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:12:57.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:14:11.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:15:18.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:15:30.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:16:31.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:17:18.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:18:45.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:19:06.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:19:55.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:20:01.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:20:19.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:20:55.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:21:40.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:22:22.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:22:54.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:23:31.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:24:18.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:25:40.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:26:09.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:27:01.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
07/02 12:28:11.987,Registration,imsi-999700000000001,suci-0-999-70-0000-0-0-0000000001,,Success,192.168.56.102,internet,SST:1 SD:0xffffff
